"Year","Quarter","ID","Nowcast","Q1_aheadfc","Q2_aheadfc","Q3_aheadfc","Q4_aheadfc","dateQ","Date_number"
1993,3,99,"3","3.2","3.3","3.4","3.5","1993Q3",49
1993,3,404,"2.99","3.15","3.31","3.5","3.63","1993Q3",49
1993,3,405,"3.08","3.3","3.4","3.4","3.6","1993Q3",49
1993,3,407,"3","3","3.25","3.25","3.5","1993Q3",49
1993,3,408,"3.2","3.6","4.2","4.6","#N/A","1993Q3",49
1993,3,411,"3.02","3.08","3.32","3.48","3.6","1993Q3",49
1993,3,414,"3.05","2.85","2.75","2.75","2.85","1993Q3",49
1993,3,416,"3.01","3.05","3.2","3.25","3.5","1993Q3",49
1993,3,417,"3.02","3.07","3.11","3.17","3.22","1993Q3",49
1993,3,420,"3","3","3.25","3.38","3.5","1993Q3",49
1993,3,421,"3.02","3.06","3.25","3.6","3.95","1993Q3",49
1993,3,422,"3.1","3.2","3.4","3.6","3.7","1993Q3",49
1993,3,423,"3.1","3.14","3.17","3.19","3.22","1993Q3",49
1993,3,424,"3","3","3","3","3","1993Q3",49
1993,3,426,"3.08","3.11","3.14","3.24","3.51","1993Q3",49
1993,3,427,"3.1","3.2","3.4","3.5","3.7","1993Q3",49
1993,3,428,"3.02","3.06","3.18","3.5","2.79","1993Q3",49
1993,3,429,"3.08","3.19","3.13","3.06","3.11","1993Q3",49
1993,3,431,"3","3","3","3","3","1993Q3",49
1993,3,432,"3","2.8","2.6","2.6","2.9","1993Q3",49
1993,3,433,"2.88","2.82","2.94","3.08","3.24","1993Q3",49
1993,3,435,"3","3.05","3.15","3.2","3.25","1993Q3",49
1993,3,437,"3.1","3.4","3.7","4","4.3","1993Q3",49
1993,3,439,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q3",49
1993,3,440,"3.01","3.09","3.26","3.38","3.5","1993Q3",49
1993,3,442,"3","2.92","2.96","3.12","3.13","1993Q3",49
1993,3,444,"3.1","3.2","3.25","3.3","3.3","1993Q3",49
1993,3,447,"3.05","3.2","3.45","3.7","3.9","1993Q3",49
1993,3,448,"3.05","3.15","3.5","3.5","3.3","1993Q3",49
1993,3,450,"3.05","3.5","3.5","3.55","3.8","1993Q3",49
1993,4,20,"3","3","2.96","2.98","2.99","1993Q4",50
1993,4,30,"3.1","3.15","3.25","3.4","4","1993Q4",50
1993,4,65,"3.04","3.01","3.01","3.17","3.21","1993Q4",50
1993,4,84,"3","3","3","3.1","3.4","1993Q4",50
1993,4,94,"2.9","2.9","3","3.1","3.3","1993Q4",50
1993,4,99,"3.1","3.2","3.3","3.5","3.6","1993Q4",50
1993,4,404,"3.05","3.11","3.05","3.45","3.76","1993Q4",50
1993,4,405,"3.2","3.4","3.4","3.6","3.8","1993Q4",50
1993,4,407,"3.02","3.1","3.08","3.18","3.66","1993Q4",50
1993,4,411,"3.05","3.15","3.27","3.6","3.67","1993Q4",50
1993,4,412,"3.05","3.1","3.23","3.45","3.65","1993Q4",50
1993,4,414,"3.2","3.1","3","2.9","2.9","1993Q4",50
1993,4,416,"3.05","3.05","3.1","3.15","3.4","1993Q4",50
1993,4,420,"3.05","3.08","3.15","3.55","3.55","1993Q4",50
1993,4,421,"3.08","3.15","3.37","3.63","3.73","1993Q4",50
1993,4,422,"2.9","3.2","3.6","3.7","4","1993Q4",50
1993,4,424,"3.15","3.1","3.2","3.2","3.2","1993Q4",50
1993,4,425,"3.13","3.18","3.33","3.41","3.64","1993Q4",50
1993,4,426,"3.06","3.07","3.08","3.1","3.36","1993Q4",50
1993,4,427,"3.1","3.1","3.3","3.4","3.6","1993Q4",50
1993,4,429,"3.08","3.17","3.16","3.24","3.34","1993Q4",50
1993,4,431,"3.1","3.1","3.2","3.3","3.4","1993Q4",50
1993,4,432,"3.1","3.1","3.1","3.2","3.5","1993Q4",50
1993,4,433,"2.97","3.04","3.15","3.28","3.43","1993Q4",50
1993,4,434,"3.1","3.3","3.6","3.8","4.1","1993Q4",50
1993,4,439,"#N/A","#N/A","#N/A","#N/A","#N/A","1993Q4",50
1993,4,440,"3.06","3.23","3.45","3.63","3.77","1993Q4",50
1993,4,442,"3.08","3.13","3.13","2.96","2.95","1993Q4",50
1993,4,444,"3.05","3.1","3.1","3.2","3.2","1993Q4",50
1993,4,445,"3.08","3","3.05","3.25","3.45","1993Q4",50
1993,4,446,"3.3","3.4","3.5","3.6","3.7","1993Q4",50
1993,4,448,"3.2","3.4","3.6","3.4","3.2","1993Q4",50
1993,4,450,"3","3.25","3.3","3.55","3.8","1993Q4",50
1993,4,451,"3.2","3.4","3.6","3.8","4","1993Q4",50
1994,1,20,"3.02","3","3.2","3.3","3.06","1994Q1",51
1994,1,40,"3.16","3.44","3.78","3.81","3.84","1994Q1",51
1994,1,65,"3.2","3.23","3.25","3.25","3.3","1994Q1",51
1994,1,84,"3.2","3.5","3.8","4.1","4.5","1994Q1",51
1994,1,94,"3.2","3.4","3.5","3.6","3.6","1994Q1",51
1994,1,99,"3.2","3.4","3.6","3.8","3.7","1994Q1",51
1994,1,405,"3.2","3.4","3.5","3.7","3.7","1994Q1",51
1994,1,407,"3.25","3.35","3.4","3.65","3.9","1994Q1",51
1994,1,409,"3.5","3.75","4.25","4.5","4.75","1994Q1",51
1994,1,411,"3.14","3.28","3.42","3.65","3.67","1994Q1",51
1994,1,414,"3.3","3.8","3.8","3.7","3.5","1994Q1",51
1994,1,416,"3.2","3.4","3.6","3.8","3.84","1994Q1",51
1994,1,420,"#N/A","#N/A","#N/A","#N/A","#N/A","1994Q1",51
1994,1,421,"3.18","3.48","3.63","3.73","3.7","1994Q1",51
1994,1,422,"3.1","3.4","3.6","3.8","4","1994Q1",51
1994,1,426,"3.11","3.29","3.36","3.45","3.66","1994Q1",51
1994,1,428,"3.19","3.36","3.68","3.67","3.89","1994Q1",51
1994,1,429,"3.17","3.29","3.35","3.43","3.47","1994Q1",51
1994,1,431,"3.2","3.3","3.4","3.4","3.6","1994Q1",51
1994,1,432,"3.2","3.4","3.6","3.6","#N/A","1994Q1",51
1994,1,433,"3.03","3.12","3.23","3.37","3.52","1994Q1",51
1994,1,435,"#N/A","#N/A","#N/A","#N/A","#N/A","1994Q1",51
1994,1,437,"3.1","3.3","3.6","3.9","4","1994Q1",51
1994,1,439,"3.25","3.4","3.5","3.75","4","1994Q1",51
1994,1,440,"3.1","3.3","3.5","3.68","3.81","1994Q1",51
1994,1,442,"3.07","3.34","3.36","3.36","3.36","1994Q1",51
1994,1,444,"3.1","3.1","3.2","3.2","3.25","1994Q1",51
1994,1,446,"3.4","3.5","3.6","3.7","3.8","1994Q1",51
1994,1,448,"3.35","3.6","3.75","3.75","4","1994Q1",51
1994,1,451,"3.4","3.7","3.8","3.9","4","1994Q1",51
1994,2,20,"3.27","3.27","3.25","3.28","3.3","1994Q2",52
1994,2,40,"3.88","4.1","4.36","4.62","4.63","1994Q2",52
1994,2,65,"3.9","4.1","3.68","3.6","3.72","1994Q2",52
1994,2,84,"4.4","4.7","5","5.5","6","1994Q2",52
1994,2,94,"3.8","4.1","4.6","4.6","4.9","1994Q2",52
1994,2,404,"3.96","4.22","4.43","4.67","4.85","1994Q2",52
1994,2,405,"3.5","4","4.1","4.3","4.4","1994Q2",52
1994,2,407,"3.32","3.4","3.9","4.2","4.4","1994Q2",52
1994,2,408,"4","4.4","4.7","#N/A","#N/A","1994Q2",52
1994,2,409,"3.85","4.1","4.35","4.6","4.85","1994Q2",52
1994,2,411,"3.89","4.17","4.31","4.44","4.55","1994Q2",52
1994,2,414,"4.1","4.2","4","3.8","3.5","1994Q2",52
1994,2,416,"3.75","4.25","4.75","4.75","4.6","1994Q2",52
1994,2,420,"4.2","4.25","4.1","3.95","3.9","1994Q2",52
1994,2,421,"4","4.25","4.6","4.5","4.25","1994Q2",52
1994,2,423,"3.56","3.65","3.69","3.72","3.74","1994Q2",52
1994,2,424,"4","4.5","5","5.5","5.5","1994Q2",52
1994,2,426,"3.92","4.06","4.2","4.26","4.43","1994Q2",52
1994,2,428,"3.81","4.1","4.17","4.39","4.58","1994Q2",52
1994,2,429,"3.82","3.94","3.82","3.71","3.59","1994Q2",52
1994,2,431,"4.1","4.5","4.5","4.5","4.5","1994Q2",52
1994,2,432,"4.2","4.5","4.5","4.7","5.6","1994Q2",52
1994,2,433,"3.66","3.88","4","4.08","4.11","1994Q2",52
1994,2,434,"3.5","3.8","4.3","4.8","5.4","1994Q2",52
1994,2,435,"4","4.1","4.25","4.45","4.4","1994Q2",52
1994,2,437,"4","4.3","4.5","4.8","4.8","1994Q2",52
1994,2,439,"4","4.7","4.7","5","5","1994Q2",52
1994,2,440,"4.1","4.39","4.41","4.41","4.44","1994Q2",52
1994,2,442,"4.1","4.62","4.65","4.65","4.65","1994Q2",52
1994,2,444,"3.75","3.75","3.9","3.85","3.75","1994Q2",52
1994,2,446,"4.2","4.9","5.1","5.3","5.4","1994Q2",52
1994,2,448,"4.4","4.4","4.75","5.1","5.4","1994Q2",52
1994,2,450,"3.95","4.45","4.55","4.55","4.55","1994Q2",52
1994,2,451,"3.75","3.8","4.05","4","4.2","1994Q2",52
1994,2,452,"4","4.3","4.9","4.7","4.6","1994Q2",52
1994,3,40,"4.21","4.47","4.72","4.74","4.77","1994Q3",53
1994,3,65,"4.45","4.25","4.1","3.95","3.9","1994Q3",53
1994,3,84,"4.6","4.9","5.5","6","6.5","1994Q3",53
1994,3,94,"4.4","4.7","5.2","5.4","5.2","1994Q3",53
1994,3,99,"4.3","4.4","4.6","4.8","4.8","1994Q3",53
1994,3,404,"4.55","4.93","5.15","5.42","5.92","1994Q3",53
1994,3,405,"4.5","4.7","5","4.9","4.8","1994Q3",53
1994,3,407,"4.5","4.7","5","5.3","5.9","1994Q3",53
1994,3,409,"4.35","4.8","5.1","5.3","5.35","1994Q3",53
1994,3,414,"4.6","4.5","4.25","4","4","1994Q3",53
1994,3,420,"4.5","4.5","4.55","4.45","4.25","1994Q3",53
1994,3,421,"4.6","4.75","4.75","4.75","4.75","1994Q3",53
1994,3,426,"4.39","4.59","4.62","4.65","4.95","1994Q3",53
1994,3,428,"4.5","4.72","4.64","4.56","4.46","1994Q3",53
1994,3,429,"4.38","4.4","4.24","4","3.87","1994Q3",53
1994,3,432,"4.5","4.7","5","5.5","5.5","1994Q3",53
1994,3,433,"4.09","4.27","4.5","4.54","4.52","1994Q3",53
1994,3,434,"4.3","4.8","5.2","5.6","5.9","1994Q3",53
1994,3,435,"4.35","4.4","4.55","4.57","4.65","1994Q3",53
1994,3,437,"4.3","4.9","5.2","5.4","5.4","1994Q3",53
1994,3,439,"4.7","4.7","5","5","5","1994Q3",53
1994,3,442,"4.57","4.76","4.76","4.76","4.76","1994Q3",53
1994,3,444,"4.1","4.1","4.05","4.05","4","1994Q3",53
1994,3,445,"4.65","4.9","5.15","5.4","5.4","1994Q3",53
1994,3,446,"4.5","4.9","5.1","5.3","5.4","1994Q3",53
1994,3,448,"#N/A","#N/A","#N/A","#N/A","#N/A","1994Q3",53
1994,3,451,"4.3","4.8","4.8","4.8","4.8","1994Q3",53
1994,3,452,"4.4","4.3","4.3","4.2","4.2","1994Q3",53
1994,3,454,"4.39","4.68","4.71","4.72","4.92","1994Q3",53
1994,3,455,"4.5","4.83","5.4","5.5","5.5","1994Q3",53
1994,4,20,"4.51","4.6","4.7","4.8","4.9","1994Q4",54
1994,4,40,"4.86","5.21","5.35","5.36","5.38","1994Q4",54
1994,4,65,"5.35","5.75","5.4","5.1","5.05","1994Q4",54
1994,4,84,"5.4","6","6.5","7.1","7.7","1994Q4",54
1994,4,94,"5.1","5.6","6.1","5.5","5.2","1994Q4",54
1994,4,404,"5.27","5.76","6.08","6.33","6.72","1994Q4",54
1994,4,407,"5.4","6.1","6.6","6.4","5.9","1994Q4",54
1994,4,409,"4.8","5.3","5.8","6","6.3","1994Q4",54
1994,4,411,"5.13","5.58","6.16","6.34","6.39","1994Q4",54
1994,4,416,"4.9","5.1","5","4.75","4.5","1994Q4",54
1994,4,420,"5.45","5.85","5.95","6","6","1994Q4",54
1994,4,421,"5.25","5.83","6","6","5.9","1994Q4",54
1994,4,423,"4.95","5.6","5.65","5.7","5.74","1994Q4",54
1994,4,426,"5.1","5.22","5.27","5.35","5.42","1994Q4",54
1994,4,428,"5.15","5.95","6.43","6.31","6.25","1994Q4",54
1994,4,431,"5.28","5.8","5.8","5.4","5","1994Q4",54
1994,4,433,"5","5.31","5.55","5.84","5.88","1994Q4",54
1994,4,435,"5.2","5.6","5.8","5.8","5.7","1994Q4",54
1994,4,437,"5.2","5.9","6.7","6.6","6.6","1994Q4",54
1994,4,439,"5.3","6","6.5","6.5","6.5","1994Q4",54
1994,4,442,"5.19","5.6","5.73","5.73","5.73","1994Q4",54
1994,4,443,"5.08","5.85","6.55","7","7.25","1994Q4",54
1994,4,445,"#N/A","#N/A","#N/A","#N/A","#N/A","1994Q4",54
1994,4,446,"5.4","5.7","6.1","6.3","6.3","1994Q4",54
1994,4,448,"#N/A","#N/A","#N/A","#N/A","#N/A","1994Q4",54
1994,4,450,"5.25","6.05","6.2","6.2","6.2","1994Q4",54
1994,4,452,"5.3","5.3","5.3","5.3","5.3","1994Q4",54
1994,4,454,"5.14","5.67","6.02","6.02","6.02","1994Q4",54
1994,4,455,"5.5","6.25","6.25","6.25","6","1994Q4",54
1994,4,456,"5.5","6","6.5","6.8","7","1994Q4",54
1995,1,20,"5.6","5.7","5.89","5.99","6.01","1995Q1",55
1995,1,40,"5.85","6.08","6.08","6.09","6.09","1995Q1",55
1995,1,65,"6.02","6.1","6.1","6.08","5.55","1995Q1",55
1995,1,84,"5.8","6.1","7","7.5","#N/A","1995Q1",55
1995,1,99,"5.8","5.98","6.24","6.24","5.9","1995Q1",55
1995,1,404,"5.92","6.28","6.67","7.08","7.12","1995Q1",55
1995,1,405,"5.8","6.1","6.5","6.8","6.9","1995Q1",55
1995,1,407,"5.7","6","6","6","5.9","1995Q1",55
1995,1,409,"6.1","6.05","6","5.95","5.95","1995Q1",55
1995,1,411,"5.96","6.33","6.35","6.2","6.05","1995Q1",55
1995,1,414,"6.25","6.35","6.35","5.85","5.35","1995Q1",55
1995,1,416,"6","6.25","6.25","6","5.9","1995Q1",55
1995,1,420,"5.75","6.2","6.5","6.5","6.5","1995Q1",55
1995,1,421,"5.8","5.9","5.9","5.7","5.7","1995Q1",55
1995,1,426,"5.9","6.3","6.33","6.21","6","1995Q1",55
1995,1,428,"5.93","6.75","6.85","6.75","7.02","1995Q1",55
1995,1,429,"5.9","6.26","6.94","6.84","6.75","1995Q1",55
1995,1,431,"5.75","6","6","5.75","5.5","1995Q1",55
1995,1,433,"5.84","6.35","6.68","6.62","6.58","1995Q1",55
1995,1,439,"5.95","6.8","7","7","7.5","1995Q1",55
1995,1,442,"5.83","6.3","6.27","6.26","6.25","1995Q1",55
1995,1,446,"6","6.6","6.5","6.5","6.3","1995Q1",55
1995,1,448,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q1",55
1995,1,450,"5.9","6.45","6.45","6.45","#N/A","1995Q1",55
1995,1,451,"5.93","6.35","6.21","6.12","6","1995Q1",55
1995,1,452,"5.7","5.9","5.8","5.8","5.6","1995Q1",55
1995,1,454,"5.8","6.21","6.12","6.03","5.82","1995Q1",55
1995,1,455,"5.95","6.5","7","6.75","#N/A","1995Q1",55
1995,1,456,"6.1","6.7","7","7","7.2","1995Q1",55
1995,2,20,"5.81","5.9","6.01","6.1","6.1","1995Q2",56
1995,2,40,"6.08","6.08","6.09","6.09","6.09","1995Q2",56
1995,2,65,"5.84","6.1","6.1","6.4","6.4","1995Q2",56
1995,2,84,"5.7","5.5","6","6.5","7","1995Q2",56
1995,2,94,"5.6","5.5","5.2","5.2","5.2","1995Q2",56
1995,2,99,"5.8","5.8","5.7","5.8","5.9","1995Q2",56
1995,2,404,"5.82","5.96","6.05","6.07","6.01","1995Q2",56
1995,2,405,"5.6","5.8","6.6","6.9","7","1995Q2",56
1995,2,407,"5.9","5.8","6","6","5.8","1995Q2",56
1995,2,409,"5.85","5.85","5.9","5.95","6","1995Q2",56
1995,2,411,"5.66","5.67","5.95","6.16","6.15","1995Q2",56
1995,2,414,"5.85","6.15","6.45","6.75","6.75","1995Q2",56
1995,2,416,"5.7","5.6","5.5","5.25","5","1995Q2",56
1995,2,420,"5.75","6","6.2","5.95","5.75","1995Q2",56
1995,2,421,"5.65","5.75","5.75","5.7","5.7","1995Q2",56
1995,2,423,"5.74","5.78","5.83","5.88","5.93","1995Q2",56
1995,2,426,"5.62","5.61","5.55","5.31","5.36","1995Q2",56
1995,2,428,"5.75","6.01","6.32","6.7","6.98","1995Q2",56
1995,2,429,"5.69","5.6","5.58","5.59","5.53","1995Q2",56
1995,2,433,"5.72","5.81","6.16","6.12","6.1","1995Q2",56
1995,2,442,"5.59","5.54","5.55","5.55","5.55","1995Q2",56
1995,2,445,"5.95","5.95","6.55","6.95","6.75","1995Q2",56
1995,2,446,"5.7","5.8","6","6.2","6.2","1995Q2",56
1995,2,448,"5.9","6.15","6.5","6.8","6.5","1995Q2",56
1995,2,450,"5.75","5.8","5.85","5.85","6.2","1995Q2",56
1995,2,451,"6","6.1","6.1","6","6","1995Q2",56
1995,2,452,"5.5","5.9","6","6","6.1","1995Q2",56
1995,2,454,"5.74","5.79","5.91","6.27","6.24","1995Q2",56
1995,2,455,"5.75","5.75","5.75","5.75","5.75","1995Q2",56
1995,2,456,"5.9","6.3","6.8","7.3","7.8","1995Q2",56
1995,2,457,"5.55","5.75","6.1","6.3","6.25","1995Q2",56
1995,2,458,"5.7","5.75","5.85","6.15","6.5","1995Q2",56
1995,2,461,"5.6","5.65","5.75","5.8","5.85","1995Q2",56
1995,2,462,"6.02","5.95","5.85","5.87","5.92","1995Q2",56
1995,2,463,"5.9","5.9","5.6","5.4","5.1","1995Q2",56
1995,2,464,"5.75","6","6.45","6.35","6.3","1995Q2",56
1995,2,466,"5.65","5.47","5.65","5.9","6","1995Q2",56
1995,2,469,"5.7","5.6","5.5","5.4","5.2","1995Q2",56
1995,2,471,"5.75","5.9","5.9","5.9","6","1995Q2",56
1995,2,472,"5.67","5.9","5.76","5.49","5.29","1995Q2",56
1995,2,473,"5.6","5.55","5.75","5.9","6","1995Q2",56
1995,2,475,"5.6","5.85","5.75","5.62","5.5","1995Q2",56
1995,2,476,"5.8","5.8","5.6","5.5","5.4","1995Q2",56
1995,2,480,"6","6","5.9","5.7","5.3","1995Q2",56
1995,2,481,"5.85","6","6.1","6.2","6.5","1995Q2",56
1995,2,483,"5.93","6.2","6.77","7.12","7.62","1995Q2",56
1995,2,484,"5.79","5.68","5.5","5.25","5.05","1995Q2",56
1995,2,485,"5.75","6","6.5","6.25","6.25","1995Q2",56
1995,2,486,"5.8","5.8","6.3","6.5","6.5","1995Q2",56
1995,2,487,"5.68","5.58","5.5","5.75","5.8","1995Q2",56
1995,2,488,"5.7","5.6","5.7","5.4","4.9","1995Q2",56
1995,2,489,"5.7","5.8","6.1","5.8","5.8","1995Q2",56
1995,3,20,"5.61","5.7","5.71","5.6","5.62","1995Q3",57
1995,3,40,"5.57","5.58","5.58","5.58","5.68","1995Q3",57
1995,3,65,"5.6","5.6","5.6","5.5","5.5","1995Q3",57
1995,3,84,"5.4","5.6","6","6.4","6.9","1995Q3",57
1995,3,94,"5.3","5","4.7","4.5","4.3","1995Q3",57
1995,3,404,"5.57","5.65","5.44","5.47","5.49","1995Q3",57
1995,3,407,"5.5","5.2","5.2","5","4.6","1995Q3",57
1995,3,409,"5.5","5.35","5.3","5.1","5.1","1995Q3",57
1995,3,411,"5.42","5.2","5.2","5.17","5.17","1995Q3",57
1995,3,414,"5.55","5.5","5.5","5.75","5.75","1995Q3",57
1995,3,420,"5.6","5.5","5.75","5.75","5.75","1995Q3",57
1995,3,421,"5.45","5.4","5","4.5","4.3","1995Q3",57
1995,3,423,"5.5","5.6","5.6","5.6","5.7","1995Q3",57
1995,3,426,"5.32","5.46","5.52","5.81","5.96","1995Q3",57
1995,3,428,"5.52","5.65","5.73","5.94","6.44","1995Q3",57
1995,3,429,"5.41","5.46","5.47","5.37","5.35","1995Q3",57
1995,3,431,"5.35","5.15","4.9","4.75","4.75","1995Q3",57
1995,3,433,"5.27","5.23","5.15","4.85","4.55","1995Q3",57
1995,3,439,"5.4","5.5","5.7","5.6","5.5","1995Q3",57
1995,3,442,"5.37","4.94","4.88","4.85","4.93","1995Q3",57
1995,3,443,"5.45","5.55","5.7","6.1","6.4","1995Q3",57
1995,3,445,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q3",57
1995,3,446,"5.6","5.4","5.4","5.4","5.4","1995Q3",57
1995,3,448,"5.45","5.85","6.25","6.5","6.2","1995Q3",57
1995,3,450,"5.4","5.4","5.4","5.4","5.65","1995Q3",57
1995,3,451,"5.8","5.8","5.8","6","6","1995Q3",57
1995,3,452,"5.4","5.5","5.6","5.7","5.9","1995Q3",57
1995,3,454,"5.38","5.26","5.42","5.53","5.51","1995Q3",57
1995,3,455,"5.45","5.25","5","5","5","1995Q3",57
1995,3,456,"5.6","5.5","5.7","6.3","6.7","1995Q3",57
1995,3,457,"5.3","5.15","4.95","4.95","4.9","1995Q3",57
1995,3,458,"5.75","5.85","6.15","6.35","6.5","1995Q3",57
1995,3,460,"5.6","5.75","#N/A","#N/A","#N/A","1995Q3",57
1995,3,462,"5.3","5.28","5.3","5.26","5.19","1995Q3",57
1995,3,463,"5.75","5.9","6.2","6.2","5.9","1995Q3",57
1995,3,464,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q3",57
1995,3,466,"5.6","5.75","5.9","6","6.25","1995Q3",57
1995,3,468,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q3",57
1995,3,469,"5.5","5.5","5.4","5.3","5.2","1995Q3",57
1995,3,470,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q3",57
1995,3,471,"5.55","5.5","5.5","5.5","5.5","1995Q3",57
1995,3,472,"5.54","5.72","5.52","5.27","5.27","1995Q3",57
1995,3,474,"5.38","5.41","5.41","5.24","5.17","1995Q3",57
1995,3,475,"5.4","5.5","5.25","5","5","1995Q3",57
1995,3,479,"5.5","5.7","5.9","6","6","1995Q3",57
1995,3,480,"5.5","5.2","5","5","4.9","1995Q3",57
1995,3,481,"5.5","5.65","5.75","5.85","6","1995Q3",57
1995,3,483,"5.34","5.43","5.87","6.12","#N/A","1995Q3",57
1995,3,485,"5.4","5.25","5.5","5.75","6.25","1995Q3",57
1995,3,486,"5.4","5.4","5.6","5.75","5.75","1995Q3",57
1995,3,487,"5.45","5.5","5.6","5.6","5.6","1995Q3",57
1995,3,488,"5.5","5.4","5.1","5","5.2","1995Q3",57
1995,4,20,"5.7","5.71","5.6","5.62","5.9","1995Q4",58
1995,4,40,"5.2","5.11","5.12","5.12","5.11","1995Q4",58
1995,4,65,"5.26","5","4.75","4.75","4.75","1995Q4",58
1995,4,84,"5.2","5.3","5.6","5.9","6.4","1995Q4",58
1995,4,94,"5.2","4.6","4.7","4.5","4.7","1995Q4",58
1995,4,99,"5.4","5.2","5.2","5.4","5.4","1995Q4",58
1995,4,404,"5.35","5.26","5.13","5.15","5.17","1995Q4",58
1995,4,405,"5.4","5.2","5.3","5.3","5.2","1995Q4",58
1995,4,407,"5.5","5.6","5.2","5.1","5.2","1995Q4",58
1995,4,409,"5.35","5","5.1","5.1","5","1995Q4",58
1995,4,411,"5.26","5.1","5.06","5.07","5.05","1995Q4",58
1995,4,420,"5.5","5.6","5.5","5.55","5.65","1995Q4",58
1995,4,421,"5.35","4.95","4.45","4.3","4.2","1995Q4",58
1995,4,423,"5.2","5.2","5.2","5.2","5.3","1995Q4",58
1995,4,426,"5.22","4.98","5","5.02","5.05","1995Q4",58
1995,4,428,"5.36","5.61","5.72","5.68","5.6","1995Q4",58
1995,4,429,"5.28","5.34","5.33","5.35","5.4","1995Q4",58
1995,4,431,"5.35","5","4.75","4.65","4.65","1995Q4",58
1995,4,433,"5.27","5.17","5","4.77","4.54","1995Q4",58
1995,4,439,"5.5","5.5","5.35","5.25","5","1995Q4",58
1995,4,442,"5.33","5.17","4.89","4.86","4.85","1995Q4",58
1995,4,445,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q4",58
1995,4,446,"5.4","5.2","4.9","4.9","4.9","1995Q4",58
1995,4,448,"5.3","5.05","4.85","4.85","4.85","1995Q4",58
1995,4,450,"5.25","5","4.85","4.9","5.05","1995Q4",58
1995,4,451,"5.4","5.3","5.2","5.1","5.1","1995Q4",58
1995,4,452,"5.3","5.4","5.4","5.4","5.6","1995Q4",58
1995,4,455,"5.26","5.15","5","5","5","1995Q4",58
1995,4,456,"#N/A","#N/A","#N/A","#N/A","#N/A","1995Q4",58
1995,4,457,"5.2","5","4.95","4.7","4.7","1995Q4",58
1995,4,461,"5.41","5.5","5.55","5.6","5.65","1995Q4",58
1995,4,462,"5.22","5.34","5.47","5.51","5.48","1995Q4",58
1995,4,463,"5.5","5.7","5.7","5.5","5.2","1995Q4",58
1995,4,464,"5.55","5.5","5.4","5.2","5","1995Q4",58
1995,4,465,"5.4","5","4.7","4.5","4.5","1995Q4",58
1995,4,469,"5.4","5.2","4.9","5","5.3","1995Q4",58
1995,4,471,"5.2","5.1","5.1","5.1","5.1","1995Q4",58
1995,4,472,"5.3","5","4.79","4.88","4.44","1995Q4",58
1995,4,475,"5.35","5.25","5.12","5","5","1995Q4",58
1995,4,480,"5.3","5.1","5","4.9","4.8","1995Q4",58
1995,4,481,"5.4","5.6","5.7","5.7","5.6","1995Q4",58
1995,4,484,"5.5","5.25","5.35","5.5","5.7","1995Q4",58
1995,4,485,"5.25","5","4.75","4.5","4.75","1995Q4",58
1995,4,486,"5.45","5.2","5.2","5.25","5.35","1995Q4",58
1995,4,487,"5.25","5.15","5.25","5.25","5.25","1995Q4",58
1995,4,488,"5.5","5.4","5","5.1","5.1","1995Q4",58
1995,4,490,"5.29","5.2","5.15","5.13","5.12","1995Q4",58
1996,1,20,"5.29","5.27","5.21","5.25","5.2","1996Q1",59
1996,1,40,"4.93","4.73","4.73","4.72","4.73","1996Q1",59
1996,1,65,"5","4.75","4.75","4.75","#N/A","1996Q1",59
1996,1,84,"4.9","4.8","4.8","5","#N/A","1996Q1",59
1996,1,94,"4.8","4.5","4.4","4.4","4.7","1996Q1",59
1996,1,404,"5.07","5.02","5.11","5.23","5.34","1996Q1",59
1996,1,407,"4.96","4.73","4.51","4.54","4.58","1996Q1",59
1996,1,409,"4.9","4.6","4.7","4.8","5.1","1996Q1",59
1996,1,420,"4.88","4.95","5","5","5.3","1996Q1",59
1996,1,421,"4.75","4.5","4.2","4","3.65","1996Q1",59
1996,1,426,"4.91","4.81","4.77","4.8","4.83","1996Q1",59
1996,1,428,"4.93","4.76","4.7","4.7","4.69","1996Q1",59
1996,1,431,"5","4.8","4.7","4.5","4.5","1996Q1",59
1996,1,433,"4.97","4.89","4.64","4.39","4.139","1996Q1",59
1996,1,439,"5.05","4.95","5","5.25","5.25","1996Q1",59
1996,1,442,"4.81","4.58","4.4","4.21","4.25","1996Q1",59
1996,1,445,"4.95","4.55","4.15","4.2","4.2","1996Q1",59
1996,1,446,"4.9","4.8","4.7","4.7","4.7","1996Q1",59
1996,1,450,"#N/A","#N/A","#N/A","#N/A","#N/A","1996Q1",59
1996,1,452,"4.6","4.3","4.2","4.1","4.1","1996Q1",59
1996,1,455,"4.9","5","5","5","5","1996Q1",59
1996,1,456,"5.1","5.1","#N/A","5.7","6.2","1996Q1",59
1996,1,458,"5","5","5.25","5.5","5.75","1996Q1",59
1996,1,462,"#N/A","#N/A","#N/A","#N/A","#N/A","1996Q1",59
